"";"Sample1";"Sample2";"Sample3";"Sample4";"Sample5";"Sample6";"Sample7";"Sample8";"Sample9";"Sample10";"Sample11";"Sample12";"Sample13";"Sample14";"Sample15";"Sample16"
"FUT3";3,53469343032627;6,71588357111613;-0,0970666673329635;-2,39585659344353;3,78782048081228;-2,2721655241197;6,30927006067718;4,89097967710451;3,59784492687251;7,60333370969901;6,03743764722403;0,766381818598221;2,76381866426551;4,91959758633862;5,1392878813195;6,26409504621515
"EVPLL";-0,165746287814823;-2,8671991963868;-0,627581384031743;-0,810894092722377;3,8204251462442;-2,2721655241197;2,5302969399894;-3,57254469616667;5,41512358505692;3,66135059128248;-3,05267477244026;1,25180864576846;4,0571776069561;5,74720593003808;-1,31686115332849;2,79436301762251
"CCDC9B";1,70872283010132;3,15516861664165;1,9838533280506;2,81359677218542;6,08312369011841;-0,687203023398547;7,52771405101609;3,87866641566566;8,28989235922939;8,05749289130647;6,40059586157037;6,0182812142777;7,67089783513616;7,88988919359848;5,93296339528769;7,93618073961482
"GAD1";4,35781566824219;3,47265080649782;-3,79750638547406;-0,810894092722377;-3,66339063102005;-2,2721655241197;2,81980355718438;-3,57254469616667;-3,49596874653021;-1,6962014133356;1,47088718361676;4,1929660717051;5,53847654850366;3,678960280165;2,3835785648126;4,34091539498334
"HOXB2";-1,75070878853598;4,07531530895243;2,35224073403063;5,21147372030608;0,0370490871210399;-2,2721655241197;4,64128327427832;-3,57254469616667;0,485883906759526;-0,416093494142864;-0,730746677552895;5,36671954520629;4,24722349385054;4,7767812661976;4,6138761842344;4,94120440595178
"MIR31HG";4,22657113496394;2,55906555831529;-3,79750638547406;0,411498328614071;-3,66339063102005;1,42827419402139;5,49526492383464;4,3640932428359;0,112840496145309;-4,5035563353932;-0,245319850382653;4,80785845457438;4,52602154993074;3,0631454998461;-3,63878924821585;4,88224384961629
"CYP4F35P";3,29368533082247;5,89767239434929;5,10637546026212;-2,39585659344353;5,43727170798515;-2,2721655241197;6,40642109427024;6,99636145833541;5,62037521470725;3,91007159363097;0,117250229002055;4,47314915671132;6,18044649445045;4,30093054581211;4,96483709677034;6,58075336851184
"IFNE";1,70872283010132;2,55906555831529;-2,2125438847529;-2,39585659344353;-3,66339063102005;-2,2721655241197;5,38139395386518;2,87039879968206;-0,0365371278929172;-2,91859383467205;0,40675684619704;4,37968894501334;4,83151136512714;3,16759666381113;-3,63878924821585;4,38877036412812
"SCNN1A";7,2688819398219;8,89559806611143;5,58403656571053;6,68362819038328;5,25845030605444;-2,2721655241197;8,88696009297387;9,04377440081019;9,13078977742267;9,64261454205987;7,59027945104007;4,32942370106246;3,07780425754606;6,81857999539655;3,54111984179908;7,95617129142162
"ADH1B";1,70872283010132;-2,8671991963868;9,55025337774533;-2,39585659344353;-2,0784281302989;0,0497625707676589;0,885833427519581;-3,57254469616667;-5,81789684141758;-4,5035563353932;3,45511986775844;2,23701164384038;-2,90860667770599;0,0778420110528023;-3,63878924821585;-3,28601039884151
"WNT10A";-1,75070878853598;4,98454984502925;-3,79750638547406;-0,0739284985561711;0,424072210230287;-2,2721655241197;4,79676802028445;4,82406008501519;0,15938308208234;3,51325195229335;0,40675684619704;2,74910382716639;3,87537373597781;4,53194674964113;5,22229765777954;5,32255246093855
"CDH23";5,70050232329635;1,38072831705678;8,48529247320948;4,93506028467108;7,77175870734688;-2,2721655241197;5,68938677941733;0,127895021974422;6,06130347652982;6,05773160977163;6,38403676969696;7,36345889566419;7,20122397657281;7,31934211013685;3,18138971419934;6,28574224466204
"ADAM28";-1,75070878853598;4,39018864630585;0,846349804300669;2,81359677218542;-0,856035708962448;-2,2721655241197;5,87965077901615;1,63690866946228;-1,56996932797399;1,56253285506457;2,7286849410844;4,19040810110432;5,60630458715537;5,64070321934551;4,64198152191475;5,83552311849852
"LCN2";8,51490625794848;5,19349673530075;5,032216349612;3,43703342072121;1,19459036410752;2,37169066565502;6,97217919938319;5,15877433485839;-1,73043400016724;2,88014795708085;9,25765398617654;-2,77793869762559;2,13578744165247;0,845668568923769;-0,468864246773541;5,87973408666228
"H19";-1,75070878853598;9,13244854014157;2,26858280498372;1,69160624780681;-0,856035708962448;4,71651916265246;-3,362094085924;2,83684623997103;-0,203186997302369;2,23791065100794;3,76750418997493;1,74562325843142;5,28615017671626;4,69016262739442;5,23465486429952;4,71210986794027
