"";"X";"Sample1";"Sample2";"Sample3";"Sample4";"Sample5";"Sample6";"Sample7";"Sample8";"Sample9";"Sample10";"Sample11";"Sample12";"Sample13";"Sample14";"Sample15";"Sample16"
"55";"JMJD7";1,0763599846776;10,5359080161614;9,29565494299492;8,61194920517808;9,24258921104938;1,0763599846776;1,0763599846776;1,0763599846776;10,4882368210853;1,0763599846776;1,0763599846776;1,0763599846776;1,0763599846776;1,0763599846776;1,0763599846776;1,0763599846776
"56";"RAB13";9,42540093237393;8,6776863285488;1,0763599846776;9,34933208398296;1,0763599846776;9,0401828729407;1,0763599846776;1,0763599846776;9,26594589589635;1,0763599846776;8,97776771943058;1,0763599846776;1,0763599846776;1,0763599846776;1,0763599846776;9,1473011536979
"57";"RPL13AP3";1,0763599846776;1,0763599846776;1,0763599846776;9,74686988342788;1,0763599846776;9,43854192628163;9,37416501143248;1,0763599846776;9,84469291009137;9,68672090965382;9,32921099623801;9,69653893109821;9,47042021047824;9,22139396398642;9,99381979899929;9,76914129481763
"58";"CTSE";1,0763599846776;6,53203824125439;1,0763599846776;1,0763599846776;1,0763599846776;1,0763599846776;1,0763599846776;1,0763599846776;8,67487557313946;8,25511860073225;1,0763599846776;11,6124319360685;1,0763599846776;10,9078074150319;1,0763599846776;7,25912901850104
"59";"CRIP2";8,5981189141543;9,69704905957272;9,69624543432839;9,33744001484341;8,14830932723047;1,0763599846776;9,01247739412503;1,0763599846776;9,74775432650184;10,1686464934197;1,0763599846776;9,35833914492733;1,0763599846776;1,0763599846776;10,5332350640265;9,9474681100689
"60";"TMEM97";1,0763599846776;1,0763599846776;9,42607558413799;1,0763599846776;9,66484421863508;9,86856323510418;1,0763599846776;1,0763599846776;1,0763599846776;1,0763599846776;8,82473726299932;8,39509915090798;1,0763599846776;8,64814877646565;1,0763599846776;1,0763599846776
"61";"ABHD12B";7,64906535185516;10,9419013207822;7,51171738878575;10,3466469678707;7,25971874788693;9,61930611670565;1,0763599846776;10,2383067596423;1,0763599846776;1,0763599846776;6,91845814950051;1,0763599846776;7,70785363061891;1,0763599846776;10,0561274217401;1,0763599846776
"62";"TMEM165";9,98958541563873;1,0763599846776;1,0763599846776;1,0763599846776;9,15877977650599;1,0763599846776;1,0763599846776;1,0763599846776;8,05993785591273;1,0763599846776;8,75871898999651;1,0763599846776;1,0763599846776;9,06918434260171;9,04115230489233;8,31810895411492
"63";"HSD17B11";8,93281371251384;1,0763599846776;9,42862068149338;1,0763599846776;9,01394552964694;8,4870462153334;1,0763599846776;1,0763599846776;1,0763599846776;1,0763599846776;1,0763599846776;8,61443488668912;1,0763599846776;8,95307070707129;8,83348108569843;1,0763599846776
"64";"OGN";7,66415441871525;1,0763599846776;7,69470478105384;1,0763599846776;1,0763599846776;1,0763599846776;10,1144134600305;1,0763599846776;1,0763599846776;11,2952751126645;1,0763599846776;9,74738255976962;1,0763599846776;1,0763599846776;1,0763599846776;1,0763599846776
"65";"HMGB2";9,81742158401263;7,78841271232916;8,25522614357956;10,0172718926187;1,0763599846776;8,86523255734992;1,0763599846776;8,60870297365851;1,0763599846776;1,0763599846776;7,85946004379741;1,0763599846776;1,0763599846776;9,13470875755405;1,0763599846776;1,0763599846776
"66";"RAB6A";11,0507998001298;1,0763599846776;1,0763599846776;1,0763599846776;1,0763599846776;1,0763599846776;1,0763599846776;1,0763599846776;11,1565499311197;1,0763599846776;10,9066416981915;1,0763599846776;1,0763599846776;1,0763599846776;1,0763599846776;1,0763599846776
"67";"CRABP2";10,1313459429779;9,00807364926808;10,4186937797085;1,0763599846776;1,0763599846776;1,0763599846776;1,0763599846776;1,0763599846776;1,0763599846776;8,12480152420402;7,21071780185852;1,0763599846776;1,0763599846776;1,0763599846776;9,05559557083886;7,39519135070646
"68";"COX6A1";1,0763599846776;8,9388527683699;8,29386795900357;9,43898591209179;8,35255352785232;8,46115092170748;9,63832662687509;10,1144806283646;9,26929989195944;1,0763599846776;8,5486622124664;1,0763599846776;1,0763599846776;1,0763599846776;9,24252328134997;1,0763599846776
"69";"HNRNPH2";1,0763599846776;9,5508872583963;1,0763599846776;1,0763599846776;1,0763599846776;9,78144212427508;1,0763599846776;1,0763599846776;9,74101633693594;1,0763599846776;9,31904093507;1,0763599846776;1,0763599846776;1,0763599846776;8,6855621080572;1,0763599846776
"70";"ST13P4";1,0763599846776;1,0763599846776;1,0763599846776;1,0763599846776;1,0763599846776;1,0763599846776;9,90782077644361;7,23753097428899;1,0763599846776;9,56262003665417;1,0763599846776;1,0763599846776;9,12138556422656;9,12916984146309;1,0763599846776;8,81217186445578
